,Month,Origin,DepDelay,ArrDelay,iata,airport,city,state,country,lat,long
1571,8,ILM,3842.0,3904.0,ILM,Wilmington International,Wilmington,NC,USA,34.27061111,-77.90255556
1572,9,ILM,954.0,1543.0,ILM,Wilmington International,Wilmington,NC,USA,34.27061111,-77.90255556
1573,10,ILM,1556.0,897.0,ILM,Wilmington International,Wilmington,NC,USA,34.27061111,-77.90255556
1574,11,ILM,1321.0,1685.0,ILM,Wilmington International,Wilmington,NC,USA,34.27061111,-77.90255556
1575,12,ILM,3054.0,3293.0,ILM,Wilmington International,Wilmington,NC,USA,34.27061111,-77.90255556
1576,1,IND,27339.0,33149.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1577,2,IND,40112.0,56076.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1578,3,IND,42317.0,45282.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1579,4,IND,20017.0,27469.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1580,5,IND,18573.0,18595.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1581,6,IND,44774.0,44848.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1582,7,IND,31390.0,33510.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1583,8,IND,21952.0,14546.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1584,9,IND,5416.0,-6206.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1585,10,IND,6059.0,-3413.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1586,11,IND,14882.0,-958.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1587,12,IND,44161.0,37199.0,IND,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417
1588,1,IPL,580.0,1122.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1589,2,IPL,198.0,665.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1590,3,IPL,186.0,404.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1591,4,IPL,-772.0,-432.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1592,5,IPL,-387.0,-127.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1593,6,IPL,-666.0,-297.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1594,7,IPL,-205.0,-118.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1595,8,IPL,-172.0,-139.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1596,9,IPL,-362.0,-166.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1597,10,IPL,-122.0,-247.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1598,11,IPL,-255.0,-317.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1599,12,IPL,-281.0,-347.0,IPL,Imperial County,Imperial,CA,USA,32.83422028,-115.5787456
1600,1,ISP,7429.0,3476.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1601,2,ISP,8926.0,6546.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1602,3,ISP,8518.0,7431.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1603,4,ISP,7390.0,3739.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1604,5,ISP,5247.0,2757.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1605,6,ISP,8215.0,8354.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1606,7,ISP,14108.0,11368.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1607,8,ISP,9958.0,4933.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1608,9,ISP,2675.0,-1090.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1609,10,ISP,3482.0,-1498.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1610,11,ISP,2179.0,-1852.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1611,12,ISP,9624.0,7826.0,ISP,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194
1612,1,ITO,-4065.0,-1866.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1613,2,ITO,-2234.0,34.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1614,3,ITO,-1660.0,-296.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1615,4,ITO,536.0,1826.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1616,5,ITO,-200.0,1428.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1617,6,ITO,-498.0,833.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1618,7,ITO,1733.0,3229.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1619,8,ITO,1014.0,2431.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1620,9,ITO,-2060.0,-573.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1621,10,ITO,1351.0,2221.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1622,11,ITO,-492.0,559.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1623,12,ITO,5385.0,7152.0,ITO,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703
1624,1,IYK,77.0,441.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1625,2,IYK,-277.0,-72.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1626,3,IYK,170.0,-11.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1627,4,IYK,-301.0,41.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1628,5,IYK,58.0,167.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1629,6,IYK,609.0,-100.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1630,7,IYK,-152.0,-220.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1631,8,IYK,-15.0,-82.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1632,9,IYK,-561.0,-462.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1633,10,IYK,-512.0,-319.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1634,11,IYK,-542.0,-773.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1635,12,IYK,-305.0,-372.0,IYK,Inyokern,Inyokern,CA,USA,35.65884306,-117.8295122
1636,1,JAC,7815.0,6196.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1637,2,JAC,7319.0,5302.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1638,3,JAC,2165.0,4464.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1639,4,JAC,-1049.0,337.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1640,5,JAC,148.0,1521.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1641,6,JAC,3026.0,6393.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1642,7,JAC,3524.0,6956.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1643,8,JAC,4551.0,4281.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1644,9,JAC,753.0,364.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1645,10,JAC,73.0,101.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1646,11,JAC,4.0,328.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1647,12,JAC,6806.0,7576.0,JAC,Jackson Hole,Jackson,WY,USA,43.60732417,-110.7377389
1648,1,JAN,8204.0,10284.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1649,2,JAN,12469.0,15616.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1650,3,JAN,13977.0,14670.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1651,4,JAN,5404.0,7883.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1652,5,JAN,7698.0,6392.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1653,6,JAN,11066.0,14334.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1654,7,JAN,10910.0,10521.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1655,8,JAN,8339.0,9369.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1656,9,JAN,905.0,745.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1657,10,JAN,2333.0,881.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1658,11,JAN,1415.0,842.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1659,12,JAN,12581.0,14084.0,JAN,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889
1660,1,JAX,19593.0,19548.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1661,2,JAX,35037.0,36501.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1662,3,JAX,37176.0,37343.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1663,4,JAX,21885.0,24742.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1664,5,JAX,17375.0,7872.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1665,6,JAX,37671.0,39566.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1666,7,JAX,34508.0,34063.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1667,8,JAX,24873.0,23338.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1668,9,JAX,7958.0,1808.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1669,10,JAX,8825.0,3529.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1670,11,JAX,11164.0,4799.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1671,12,JAX,32104.0,33570.0,JAX,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
1672,1,JFK,87980.0,61121.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1673,2,JFK,127454.0,127526.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1674,3,JFK,128874.0,122447.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1675,4,JFK,110427.0,109959.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1676,5,JFK,70818.0,50000.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1677,6,JFK,166578.0,201325.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1678,7,JFK,232596.0,270520.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1679,8,JFK,233069.0,270618.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1680,9,JFK,73144.0,95277.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1681,10,JFK,37229.0,12338.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1682,11,JFK,74524.0,76586.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1683,12,JFK,194261.0,187383.0,JFK,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
1684,1,JNU,7257.0,2975.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1685,2,JNU,4657.0,2139.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1686,3,JNU,2996.0,817.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1687,4,JNU,1971.0,598.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1688,5,JNU,3296.0,1890.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1689,6,JNU,3319.0,2790.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1690,7,JNU,5911.0,3879.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1691,8,JNU,8119.0,4119.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1692,9,JNU,4751.0,1390.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1693,10,JNU,4064.0,2038.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1694,11,JNU,3806.0,1794.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1695,12,JNU,9278.0,6121.0,JNU,Juneau International,Juneau,AK,USA,58.35496194,-134.5762764
1696,1,KOA,-463.0,577.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1697,2,KOA,1630.0,176.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1698,3,KOA,1601.0,-886.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1699,4,KOA,5948.0,7600.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1700,5,KOA,2316.0,3760.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1701,6,KOA,2296.0,4721.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1702,7,KOA,4793.0,6912.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1703,8,KOA,1898.0,6326.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1704,9,KOA,-2149.0,959.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1705,10,KOA,407.0,4064.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1706,11,KOA,-1694.0,1140.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1707,12,KOA,6049.0,7722.0,KOA,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314
1708,1,KTN,2388.0,2116.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1709,2,KTN,1594.0,1712.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1710,3,KTN,1082.0,622.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1711,4,KTN,576.0,266.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1712,5,KTN,1970.0,2053.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1713,6,KTN,914.0,1157.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1714,7,KTN,826.0,797.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1715,8,KTN,3733.0,2149.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1716,9,KTN,1450.0,681.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1717,10,KTN,1943.0,711.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1718,11,KTN,1060.0,744.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1719,12,KTN,3217.0,3144.0,KTN,Ketchikan International,Ketchikan,AK,USA,55.35556861,-131.71374
1720,1,LAN,6709.0,6831.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1721,2,LAN,6308.0,6870.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1722,3,LAN,3002.0,3473.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1723,4,LAN,1780.0,3560.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1724,5,LAN,1088.0,1496.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1725,6,LAN,4177.0,4875.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1726,7,LAN,2753.0,2784.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1727,8,LAN,1091.0,1014.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1728,9,LAN,1722.0,715.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1729,10,LAN,378.0,-578.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1730,11,LAN,419.0,-173.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1731,12,LAN,6411.0,6034.0,LAN,Capital City,Lansing,MI,USA,42.7787,-84.58735806
1732,1,LAS,203765.0,156589.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1733,2,LAS,208193.0,152299.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1734,3,LAS,166104.0,123772.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1735,4,LAS,106307.0,66264.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1736,5,LAS,139101.0,112747.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1737,6,LAS,187728.0,165240.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1738,7,LAS,149365.0,82159.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1739,8,LAS,136187.0,59453.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1740,9,LAS,51356.0,-36005.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1741,10,LAS,38627.0,-49734.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1742,11,LAS,133446.0,68212.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1743,12,LAS,267073.0,206675.0,LAS,McCarran International,Las Vegas,NV,USA,36.08036111,-115.1523333
1744,1,LAW,2121.0,2107.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1745,2,LAW,263.0,1161.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1746,3,LAW,1374.0,1736.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1747,4,LAW,856.0,1035.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1748,5,LAW,1427.0,433.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1749,6,LAW,1061.0,1563.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1750,7,LAW,1401.0,1659.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1751,8,LAW,590.0,1168.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1752,9,LAW,-412.0,-1032.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1753,10,LAW,395.0,428.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1754,11,LAW,801.0,594.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1755,12,LAW,629.0,111.0,LAW,Lawton-Ft Sill Regional,Lawton,OK,USA,34.56771444,-98.41663667
1756,1,LAX,259041.0,257506.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1757,2,LAX,191431.0,179701.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1758,3,LAX,174831.0,149098.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1759,4,LAX,131893.0,116524.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1760,5,LAX,136585.0,142418.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1761,6,LAX,207203.0,244548.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1762,7,LAX,176111.0,143637.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1763,8,LAX,152996.0,93715.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1764,9,LAX,51615.0,-28371.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1765,10,LAX,57525.0,-36833.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1766,11,LAX,62874.0,-46880.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1767,12,LAX,245870.0,233865.0,LAX,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.4080744
1768,1,LBB,5478.0,4566.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1769,2,LBB,7125.0,9005.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1770,3,LBB,10437.0,10245.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1771,4,LBB,6767.0,7220.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1772,5,LBB,8281.0,7715.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1773,6,LBB,9557.0,11230.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1774,7,LBB,3785.0,4325.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1775,8,LBB,6011.0,6541.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1776,9,LBB,1890.0,388.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1777,10,LBB,1625.0,661.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1778,11,LBB,2816.0,637.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1779,12,LBB,7064.0,8306.0,LBB,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778
1780,1,LCH,234.0,1017.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1781,2,LCH,891.0,1592.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1782,3,LCH,1308.0,1762.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1783,4,LCH,337.0,658.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1784,5,LCH,836.0,1091.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1785,6,LCH,587.0,1675.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1786,7,LCH,971.0,412.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1787,8,LCH,1796.0,1015.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1788,9,LCH,-332.0,-620.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1789,10,LCH,57.0,567.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1790,11,LCH,-175.0,-369.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1791,12,LCH,261.0,159.0,LCH,Lake Charles Regional,Lake Charles,LA,USA,30.1260975,-93.22340361
1792,1,LEX,7513.0,9484.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1793,2,LEX,11343.0,11534.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1794,3,LEX,12058.0,10633.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1795,4,LEX,5986.0,5477.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1796,5,LEX,4814.0,2612.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1797,6,LEX,13096.0,14478.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1798,7,LEX,7586.0,11598.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1799,8,LEX,2374.0,4848.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1800,9,LEX,2641.0,953.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1801,10,LEX,2890.0,-1293.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1802,11,LEX,6646.0,1669.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1803,12,LEX,13951.0,14179.0,LEX,Blue Grass ,Lexington,KY,USA,38.03697222,-84.60538889
1804,1,LFT,3366.0,3794.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1805,2,LFT,3594.0,4584.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1806,3,LFT,5166.0,6488.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1807,4,LFT,2403.0,3284.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1808,5,LFT,2636.0,2077.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1809,6,LFT,4314.0,5433.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1810,7,LFT,3023.0,3892.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1811,8,LFT,3772.0,3530.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1812,9,LFT,-908.0,-497.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1813,10,LFT,1046.0,874.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1814,11,LFT,912.0,716.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1815,12,LFT,5942.0,5274.0,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655
1816,1,LGA,70080.0,110199.0,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
1817,2,LGA,134095.0,191714.0,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
1818,3,LGA,173098.0,236222.0,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
1819,4,LGA,125455.0,195215.0,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
1820,5,LGA,95316.0,155344.0,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
1821,6,LGA,171183.0,247604.0,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
1822,7,LGA,155841.0,201952.0,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917
