,Month,Origin,ArrDelay,DepDelay,iata,airport,city,state,country,lat,long
1935,12,MAF,5165.0,5674.0,MAF,Midland International,Midland,TX,USA,31.94252778,-102.2019139
1936,1,MBS,3812.0,2912.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1937,2,MBS,4236.0,2999.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1938,3,MBS,2449.0,2304.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1939,4,MBS,1912.0,1952.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1940,5,MBS,-277.0,-542.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1941,6,MBS,4607.0,4480.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1942,7,MBS,1234.0,1700.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1943,8,MBS,-1113.0,-224.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1944,9,MBS,-109.0,722.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1945,10,MBS,-1206.0,-342.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1946,11,MBS,-432.0,87.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1947,12,MBS,5375.0,3821.0,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722
1948,1,MCI,40602.0,48764.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1949,2,MCI,63581.0,72893.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1950,3,MCI,52062.0,61843.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1951,4,MCI,34983.0,41131.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1952,5,MCI,37281.0,46441.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1953,6,MCI,66991.0,64777.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1954,7,MCI,34309.0,46227.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1955,8,MCI,13080.0,33204.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1956,9,MCI,-2514.0,13327.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1957,10,MCI,-12205.0,9532.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1958,11,MCI,-11986.0,14373.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1959,12,MCI,73260.0,77689.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1960,1,MCN,395.0,572.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1961,2,MCN,-76.0,122.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1962,3,MCN,1757.0,1500.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1963,4,MCN,573.0,490.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1964,5,MCN,655.0,655.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1965,6,MCN,618.0,602.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1966,7,MCN,655.0,961.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1967,8,MCN,592.0,983.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1968,9,MCN,900.0,322.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1969,10,MCN,308.0,332.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1970,1,MCO,64400.0,100057.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1971,2,MCO,124360.0,164348.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1972,3,MCO,125427.0,166290.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1973,4,MCO,83211.0,104823.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1974,5,MCO,62366.0,78408.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1975,6,MCO,149192.0,164959.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1976,7,MCO,123938.0,153176.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1977,8,MCO,71383.0,119032.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1978,9,MCO,-19231.0,26214.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1979,10,MCO,-12289.0,32851.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1980,11,MCO,4946.0,45190.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1981,12,MCO,101674.0,137324.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1982,1,MDT,8615.0,9068.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1983,2,MDT,15434.0,13497.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1984,3,MDT,7177.0,8417.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1985,4,MDT,5637.0,6380.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1986,5,MDT,2917.0,3727.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1987,6,MDT,5495.0,6546.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1988,7,MDT,7252.0,8255.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1989,8,MDT,-267.0,2214.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1990,9,MDT,-2008.0,551.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1991,10,MDT,-788.0,1594.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1992,11,MDT,2158.0,3574.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1993,12,MDT,6864.0,6245.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1994,1,MDW,97296.0,129009.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1995,2,MDW,107329.0,134829.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1996,3,MDW,85502.0,108492.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1997,4,MDW,37735.0,67693.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1998,5,MDW,29501.0,59610.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1999,6,MDW,103950.0,117499.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2000,7,MDW,42139.0,87324.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2001,8,MDW,8220.0,68206.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2002,9,MDW,-29112.0,27224.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2003,10,MDW,-24533.0,36965.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2004,11,MDW,-23574.0,37387.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2005,12,MDW,188905.0,199169.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2006,1,MEI,307.0,293.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2007,2,MEI,897.0,597.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2008,3,MEI,989.0,860.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2009,4,MEI,582.0,388.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2010,5,MEI,853.0,635.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2011,6,MEI,289.0,140.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2012,7,MEI,1511.0,1159.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2013,8,MEI,446.0,485.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2014,9,MEI,287.0,178.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2015,10,MEI,-251.0,36.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2016,11,MEI,24.0,169.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2017,12,MEI,1194.0,1165.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2018,1,MEM,92734.0,87460.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2019,2,MEM,87422.0,86776.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2020,3,MEM,114419.0,104110.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2021,4,MEM,62423.0,63865.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2022,5,MEM,39565.0,39658.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2023,6,MEM,46102.0,52615.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2024,7,MEM,32756.0,46808.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2025,8,MEM,10502.0,32163.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2026,9,MEM,-15432.0,10982.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2027,10,MEM,-15566.0,8211.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2028,11,MEM,8323.0,18048.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2029,12,MEM,77222.0,74803.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2030,1,MFE,2972.0,2218.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2031,2,MFE,2415.0,1499.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2032,3,MFE,4345.0,3135.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2033,4,MFE,2356.0,1577.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2034,5,MFE,1920.0,1422.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2035,6,MFE,2787.0,1805.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2036,7,MFE,776.0,765.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2037,8,MFE,2722.0,2068.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2038,9,MFE,-436.0,-394.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2039,10,MFE,485.0,86.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2040,11,MFE,-806.0,-999.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2041,12,MFE,2258.0,1973.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2042,1,MFR,9577.0,8623.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2043,2,MFR,4673.0,4446.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2044,3,MFR,1010.0,1999.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2045,4,MFR,-387.0,497.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2046,5,MFR,1903.0,2782.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2047,6,MFR,3755.0,5561.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2048,7,MFR,5974.0,6721.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2049,8,MFR,2939.0,3373.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2050,9,MFR,373.0,693.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2051,10,MFR,131.0,380.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2052,11,MFR,1964.0,2691.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2053,12,MFR,7407.0,7763.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2054,1,MGM,1649.0,2397.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2055,2,MGM,2745.0,2858.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2056,3,MGM,4216.0,4602.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2057,4,MGM,2531.0,2226.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2058,5,MGM,1383.0,772.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2059,6,MGM,2676.0,2883.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2060,7,MGM,4186.0,4342.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2061,8,MGM,3046.0,3794.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2062,9,MGM,-231.0,183.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2063,10,MGM,1958.0,940.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2064,11,MGM,3224.0,2087.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2065,12,MGM,4726.0,3384.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2066,1,MHT,10839.0,16560.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2067,2,MHT,24291.0,24323.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2068,3,MHT,22276.0,18430.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2069,4,MHT,12816.0,14005.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2070,5,MHT,8158.0,12225.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2071,6,MHT,20506.0,23513.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2072,7,MHT,13575.0,18966.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2073,8,MHT,9265.0,18161.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2074,9,MHT,799.0,8892.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2075,10,MHT,-2468.0,8056.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2076,11,MHT,-4829.0,8038.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2077,12,MHT,20805.0,20425.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2078,1,MIA,82296.0,84136.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2079,2,MIA,81798.0,95918.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2080,3,MIA,95200.0,104601.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2081,4,MIA,74269.0,71367.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2082,5,MIA,78438.0,68015.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2083,6,MIA,135720.0,121030.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2084,7,MIA,114934.0,111511.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2085,8,MIA,101707.0,105692.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2086,9,MIA,22013.0,36628.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2087,10,MIA,29640.0,41424.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2088,11,MIA,33109.0,48300.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2089,12,MIA,78819.0,91810.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2090,1,MKE,44165.0,35145.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2091,2,MKE,50743.0,40382.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2092,3,MKE,56596.0,50646.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2093,4,MKE,32600.0,28554.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2094,5,MKE,21535.0,23317.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2095,6,MKE,73632.0,66880.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2096,7,MKE,37597.0,40164.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2097,8,MKE,16154.0,21412.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2098,9,MKE,-2097.0,4641.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2099,10,MKE,-559.0,8385.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2100,11,MKE,9066.0,15736.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2101,12,MKE,107052.0,90161.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2102,1,MLB,494.0,376.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2103,2,MLB,1363.0,1281.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2104,3,MLB,2200.0,2090.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2105,4,MLB,1615.0,1093.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2106,5,MLB,702.0,-47.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2107,6,MLB,1390.0,1213.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2108,7,MLB,3057.0,1713.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2109,8,MLB,1831.0,1141.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2110,9,MLB,711.0,798.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2111,10,MLB,2270.0,1979.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2112,11,MLB,3101.0,2298.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2113,12,MLB,3760.0,3125.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2114,1,MLI,14149.0,12661.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2115,2,MLI,13902.0,12791.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2116,3,MLI,6264.0,7475.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2117,4,MLI,3306.0,4433.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2118,5,MLI,1998.0,3608.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2119,6,MLI,8821.0,10141.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2120,7,MLI,7898.0,10014.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2121,8,MLI,1145.0,4500.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2122,9,MLI,1198.0,2231.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2123,10,MLI,-108.0,2509.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2124,11,MLI,-154.0,2498.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2125,12,MLI,18760.0,16199.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2126,1,MLU,1901.0,1692.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2127,2,MLU,1693.0,1597.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2128,3,MLU,1934.0,1430.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2129,4,MLU,1234.0,333.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2130,5,MLU,1201.0,324.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2131,6,MLU,1843.0,1773.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2132,7,MLU,1121.0,604.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2133,8,MLU,1090.0,997.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2134,9,MLU,-485.0,-152.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2135,10,MLU,295.0,279.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2136,11,MLU,717.0,863.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2137,12,MLU,3311.0,3318.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2138,1,MOB,5294.0,4513.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2139,2,MOB,4948.0,5358.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2140,3,MOB,6015.0,5927.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2141,4,MOB,6214.0,4955.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2142,5,MOB,3839.0,2721.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2143,6,MOB,3559.0,2328.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2144,7,MOB,4396.0,4909.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2145,8,MOB,1970.0,2741.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2146,9,MOB,-1343.0,-985.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2147,10,MOB,924.0,380.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2148,11,MOB,3060.0,2745.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2149,12,MOB,7169.0,6306.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2150,1,MOD,5051.0,4687.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2151,2,MOD,2121.0,2624.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2152,3,MOD,-216.0,707.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2153,4,MOD,663.0,1518.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2154,5,MOD,1844.0,2819.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2155,6,MOD,2423.0,2621.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2156,7,MOD,3864.0,3936.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2157,8,MOD,2720.0,2814.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2158,9,MOD,1630.0,1971.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2159,10,MOD,1203.0,965.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2160,11,MOD,2389.0,2141.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2161,12,MOD,3176.0,3136.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2162,1,MOT,-506.0,-540.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2163,2,MOT,395.0,353.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2164,3,MOT,198.0,192.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2165,4,MOT,1905.0,1563.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2166,5,MOT,630.0,587.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2167,6,MOT,118.0,-88.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2168,7,MOT,1309.0,1238.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2169,8,MOT,-407.0,-423.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2170,9,MOT,-540.0,-567.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2171,10,MOT,-497.0,-559.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2172,11,MOT,395.0,449.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2173,12,MOT,1620.0,1515.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2174,1,MQT,3740.0,4410.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2175,2,MQT,1924.0,1799.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2176,3,MQT,610.0,753.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2177,4,MQT,140.0,443.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2178,5,MQT,-89.0,280.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2179,6,MQT,990.0,1138.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2180,7,MQT,561.0,875.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2181,8,MQT,248.0,544.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2182,9,MQT,-468.0,-143.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2183,10,MQT,-543.0,-85.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2184,11,MQT,-701.0,-469.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2185,12,MQT,2840.0,2361.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2186,1,MRY,9220.0,10264.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2187,2,MRY,5290.0,6534.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2188,3,MRY,323.0,2474.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2189,4,MRY,-128.0,1192.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2190,5,MRY,4262.0,4676.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2191,6,MRY,6062.0,6604.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
