,Month,Dest,ArrDelay,DepDelay,iata,airport,city,state,country,lat,long
1951,4,MCI,30141.0,39857.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1952,5,MCI,41247.0,47544.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1953,6,MCI,66178.0,72056.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1954,7,MCI,41840.0,54429.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1955,8,MCI,31172.0,46205.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1956,9,MCI,-975.0,17506.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1957,10,MCI,-744.0,20792.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1958,11,MCI,2592.0,20397.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1959,12,MCI,70751.0,77780.0,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
1960,1,MCN,401.0,853.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1961,2,MCN,863.0,1281.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1962,3,MCN,1396.0,1716.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1963,4,MCN,1029.0,1005.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1964,5,MCN,848.0,796.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1965,6,MCN,924.0,1082.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1966,7,MCN,1778.0,1913.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1967,8,MCN,1184.0,1452.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1968,9,MCN,-106.0,25.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1969,10,MCN,50.0,214.0,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083
1970,1,MCO,57963.0,88350.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1971,2,MCO,154524.0,146301.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1972,3,MCO,147990.0,145569.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1973,4,MCO,64490.0,86009.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1974,5,MCO,17889.0,75332.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1975,6,MCO,119584.0,136749.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1976,7,MCO,109355.0,145575.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1977,8,MCO,81202.0,114260.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1978,9,MCO,-9344.0,27115.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1979,10,MCO,2751.0,41883.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1980,11,MCO,11424.0,45650.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1981,12,MCO,133316.0,160847.0,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
1982,1,MDT,9600.0,11994.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1983,2,MDT,12569.0,14487.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1984,3,MDT,9724.0,13666.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1985,4,MDT,7078.0,9453.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1986,5,MDT,1575.0,4830.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1987,6,MDT,11263.0,12299.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1988,7,MDT,11730.0,13671.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1989,8,MDT,2944.0,5716.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1990,9,MDT,1694.0,2639.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1991,10,MDT,1375.0,2400.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1992,11,MDT,3804.0,4004.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1993,12,MDT,7623.0,8335.0,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361
1994,1,MDW,61239.0,84352.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1995,2,MDW,87272.0,108005.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1996,3,MDW,63833.0,88915.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1997,4,MDW,22186.0,59273.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1998,5,MDW,17224.0,58210.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
1999,6,MDW,59324.0,99054.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2000,7,MDW,30829.0,75377.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2001,8,MDW,7815.0,57639.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2002,9,MDW,-22909.0,21903.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2003,10,MDW,-16996.0,31053.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2004,11,MDW,-13462.0,32397.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2005,12,MDW,114959.0,146502.0,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2006,1,MEI,198.0,483.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2007,2,MEI,570.0,931.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2008,3,MEI,634.0,962.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2009,4,MEI,585.0,612.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2010,5,MEI,529.0,408.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2011,6,MEI,447.0,462.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2012,7,MEI,1038.0,1124.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2013,8,MEI,-200.0,74.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2014,9,MEI,-304.0,25.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2015,10,MEI,-294.0,189.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2016,11,MEI,-10.0,519.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2017,12,MEI,1019.0,1151.0,MEI,Key ,Meridian,MS,USA,32.33313333,-88.75120556
2018,1,MEM,74043.0,62532.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2019,2,MEM,78280.0,67224.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2020,3,MEM,93243.0,76883.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2021,4,MEM,46037.0,45204.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2022,5,MEM,34168.0,28765.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2023,6,MEM,39082.0,44731.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2024,7,MEM,22622.0,36509.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2025,8,MEM,11300.0,23556.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2026,9,MEM,-19367.0,-506.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2027,10,MEM,-11396.0,2167.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2028,11,MEM,2557.0,2802.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2029,12,MEM,81884.0,67549.0,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667
2030,1,MFE,4004.0,4020.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2031,2,MFE,3325.0,3268.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2032,3,MFE,3302.0,3414.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2033,4,MFE,3045.0,2563.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2034,5,MFE,3340.0,3095.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2035,6,MFE,3719.0,4933.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2036,7,MFE,1884.0,3218.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2037,8,MFE,4084.0,5323.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2038,9,MFE,-164.0,1003.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2039,10,MFE,741.0,1091.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2040,11,MFE,-387.0,639.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2041,12,MFE,4153.0,4017.0,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111
2042,1,MFR,9028.0,8500.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2043,2,MFR,4796.0,5027.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2044,3,MFR,3772.0,2880.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2045,4,MFR,646.0,475.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2046,5,MFR,2422.0,2630.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2047,6,MFR,4904.0,5166.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2048,7,MFR,3945.0,4945.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2049,8,MFR,2199.0,3091.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2050,9,MFR,-689.0,894.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2051,10,MFR,1255.0,1598.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2052,11,MFR,2661.0,3557.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2053,12,MFR,8464.0,8202.0,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978
2054,1,MGM,1315.0,3046.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2055,2,MGM,2412.0,3653.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2056,3,MGM,3359.0,4588.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2057,4,MGM,1913.0,2691.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2058,5,MGM,837.0,1539.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2059,6,MGM,1564.0,2747.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2060,7,MGM,4919.0,6123.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2061,8,MGM,3331.0,5449.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2062,9,MGM,-1149.0,392.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2063,10,MGM,658.0,1385.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2064,11,MGM,1856.0,2092.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2065,12,MGM,3306.0,3234.0,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611
2066,1,MHT,12428.0,19106.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2067,2,MHT,20671.0,26807.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2068,3,MHT,18136.0,27179.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2069,4,MHT,11443.0,17861.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2070,5,MHT,3974.0,14546.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2071,6,MHT,23571.0,31401.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2072,7,MHT,15479.0,24388.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2073,8,MHT,13199.0,19772.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2074,9,MHT,2822.0,8814.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2075,10,MHT,2035.0,7804.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2076,11,MHT,2944.0,9180.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2077,12,MHT,19704.0,27429.0,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583
2078,1,MIA,63701.0,74077.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2079,2,MIA,100631.0,83546.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2080,3,MIA,99947.0,87979.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2081,4,MIA,61006.0,62734.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2082,5,MIA,49986.0,60005.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2083,6,MIA,98919.0,90458.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2084,7,MIA,81523.0,80053.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2085,8,MIA,79046.0,71909.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2086,9,MIA,23552.0,28599.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2087,10,MIA,23440.0,28697.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2088,11,MIA,21608.0,29262.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2089,12,MIA,81100.0,80206.0,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556
2090,1,MKE,38741.0,27743.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2091,2,MKE,49414.0,37430.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2092,3,MKE,53446.0,48622.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2093,4,MKE,22865.0,22573.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2094,5,MKE,15123.0,19673.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2095,6,MKE,56574.0,56778.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2096,7,MKE,30150.0,34730.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2097,8,MKE,7693.0,16723.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2098,9,MKE,-6981.0,2397.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2099,10,MKE,-3678.0,2707.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2100,11,MKE,8445.0,10080.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2101,12,MKE,84537.0,69169.0,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333
2102,1,MLB,826.0,1424.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2103,2,MLB,1819.0,2165.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2104,3,MLB,3076.0,3060.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2105,4,MLB,1806.0,1494.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2106,5,MLB,369.0,228.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2107,6,MLB,1170.0,1178.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2108,7,MLB,2972.0,2843.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2109,8,MLB,1685.0,1998.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2110,9,MLB,906.0,734.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2111,10,MLB,2380.0,1759.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2112,11,MLB,2414.0,1857.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2113,12,MLB,3564.0,3168.0,MLB,Melbourne International ,Melbourne,FL,USA,28.10275,-80.64580556
2114,1,MLI,9388.0,10778.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2115,2,MLI,11784.0,11611.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2116,3,MLI,7246.0,9541.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2117,4,MLI,3890.0,5799.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2118,5,MLI,1653.0,3980.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2119,6,MLI,8729.0,9444.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2120,7,MLI,9830.0,10759.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2121,8,MLI,1987.0,5491.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2122,9,MLI,1142.0,4237.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2123,10,MLI,-197.0,2677.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2124,11,MLI,3872.0,4025.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2125,12,MLI,13979.0,12384.0,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917
2126,1,MLU,1335.0,2274.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2127,2,MLU,1969.0,2643.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2128,3,MLU,3022.0,3482.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2129,4,MLU,339.0,1092.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2130,5,MLU,1001.0,1443.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2131,6,MLU,1668.0,2182.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2132,7,MLU,1394.0,2276.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2133,8,MLU,1537.0,2375.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2134,9,MLU,304.0,430.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2135,10,MLU,70.0,597.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2136,11,MLU,1099.0,1532.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2137,12,MLU,3397.0,2997.0,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778
2138,1,MOB,4536.0,4931.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2139,2,MOB,4506.0,4625.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2140,3,MOB,5240.0,5669.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2141,4,MOB,3928.0,4294.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2142,5,MOB,2257.0,3175.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2143,6,MOB,1468.0,3827.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2144,7,MOB,4466.0,7206.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2145,8,MOB,2692.0,4467.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2146,9,MOB,-730.0,454.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2147,10,MOB,308.0,1148.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2148,11,MOB,3509.0,2597.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2149,12,MOB,8028.0,6515.0,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333
2150,1,MOD,5040.0,4694.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2151,2,MOD,2796.0,2716.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2152,3,MOD,791.0,947.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2153,4,MOD,1068.0,1185.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2154,5,MOD,1407.0,1795.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2155,6,MOD,2019.0,2452.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2156,7,MOD,4101.0,3909.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2157,8,MOD,2560.0,2500.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2158,9,MOD,1922.0,1668.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2159,10,MOD,1179.0,1608.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2160,11,MOD,2181.0,2640.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2161,12,MOD,2977.0,3204.0,MOD,Modesto City-County-Harry Sham ,Modesto,CA,USA,37.62581722,-120.9544214
2162,1,MOT,228.0,218.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2163,2,MOT,1021.0,587.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2164,3,MOT,914.0,396.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2165,4,MOT,548.0,181.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2166,5,MOT,660.0,454.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2167,6,MOT,1120.0,993.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2168,7,MOT,1038.0,759.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2169,8,MOT,-20.0,157.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2170,9,MOT,-521.0,-310.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2171,10,MOT,-391.0,-249.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2172,11,MOT,-240.0,-29.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2173,12,MOT,1429.0,1040.0,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339
2174,1,MQT,5502.0,5073.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2175,2,MQT,3737.0,3681.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2176,3,MQT,2626.0,2661.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2177,4,MQT,5423.0,5476.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2178,5,MQT,1707.0,1661.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2179,6,MQT,2631.0,2636.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2180,7,MQT,2119.0,2164.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2181,8,MQT,-35.0,245.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2182,9,MQT,107.0,292.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2183,10,MQT,76.0,343.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2184,11,MQT,692.0,1007.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2185,12,MQT,4114.0,4086.0,MQT,Marquette County Airport,,,USA,46.353639,-87.395361
2186,1,MRY,8726.0,9382.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2187,2,MRY,4855.0,5015.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2188,3,MRY,1532.0,2732.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2189,4,MRY,892.0,1590.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2190,5,MRY,2994.0,3553.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2191,6,MRY,3449.0,4826.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2192,7,MRY,3111.0,4992.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2193,8,MRY,1760.0,3826.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2194,9,MRY,443.0,2475.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2195,10,MRY,766.0,2410.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2196,11,MRY,478.0,1782.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2197,12,MRY,4524.0,4951.0,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478
2198,1,MSN,16801.0,16640.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2199,2,MSN,21117.0,18610.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2200,3,MSN,15573.0,15983.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2201,4,MSN,10402.0,10441.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2202,5,MSN,7144.0,7853.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2203,6,MSN,18907.0,17574.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2204,7,MSN,12712.0,14754.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2205,8,MSN,4781.0,7912.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2206,9,MSN,476.0,3545.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
